Hydrology 2,Water Chemistry,Treatment,Rep,Depth,Date,ClppmmgL,SO4mgL,NH4mgL,NO3NmgL,PO4mgL,NPOCmg/L,TNmgL,BrmgL,DIN (mg/L),DON (mg/L)
Drought,ASW-SO4,CD,3,15cm,10/19/10,3281.66874,0.005,13.1294367,1.51027867,0.00585659,17.9,25.76,1.77883999,14.6397154,11.1202846
Drought,ASW-SO4,CD,2,15cm,11/2/10,3259.73105,1.931792,18.8912969,0.97791273,0.00882492,15.41,17.84,0.005,19.8692096,-2.0292096
Drought,ASW-SO4,CD,3,15cm,11/2/10,3161.43361,0.005,21.2061008,8.76531437,0.0103553,15.38,27.36,0.005,29.9714152,-2.6114152
Drought,ASW-SO4,CD,5,15cm,11/2/10,,,,,,36.88,67.2,,,
Drought,ASW-SO4,CD,2,15cm,11/16/10,3559.92202,0.005,15.427091,0.938944,0.0025,13.858,19.38,3.745251,16.366035,3.01396498
Drought,ASW-SO4,CD,3,15cm,11/16/10,3323.95953,0.005,35.2553576,6.34176638,0.01163677,70.95,51.65,0.1270907,41.597124,10.052876
Drought,ASW-SO4,CD,2,15cm,11/30/10,3659.53457,332.647383,3.23860296,185.318085,0.00702791,14.698992,19.176,0.005,188.556688,-169.38069
Drought,ASW-SO4,CD,3,15cm,11/30/10,3163.27236,0.005,15.2409115,16.967418,0.00896448,11.437776,40.36,0.005,32.2083295,8.15167054
Drought,ASW-SO4,CD,1,25cm,8/24/10,1.57051351,8.1858391,0.55,0.04162525,0.0052572,44.68,1.647,0.07970062,0.59162525,1.05537475
Drought,ASW-SO4,CD,2,25cm,8/24/10,8.72334039,15.3867058,1.12,0.0390863,0.0025,50.53,2.584,0.09829592,1.1590863,1.4249137
Drought,ASW-SO4,CD,3,25cm,8/24/10,4.76608269,20.2227491,0.555,0.02801874,0.0025,59.53,2.080187,0.09025338,0.58301874,1.49716826
Drought,ASW-SO4,CD,4,25cm,8/24/10,10.1482094,15.3660392,0.363,0.02699062,0.0025,29.91,1.234727,0.07886654,0.38999062,0.84473639
Drought,ASW-SO4,CD,5,25cm,8/24/10,5.66776427,7.45877753,0.0698,0.04379449,0.037584,141,3.338675,0.10022213,0.11359449,3.22508051
Drought,ASW-SO4,CD,1,25cm,8/31/10,5.57830707,1.68736797,0.25121433,0.02193709,0.0025,56.99,1.59578,0.06259463,0.27315142,1.32262858
Drought,ASW-SO4,CD,2,25cm,8/31/10,10.3357122,13.3611501,1.39104578,0.01313739,0.00797279,53.63,2.939507,0.06596585,1.40418317,1.53532383
Drought,ASW-SO4,CD,3,25cm,8/31/10,32.5726971,18.0219625,0.94331888,0.01170567,0.0025,45.36,2.397581,0.13019924,0.95502455,1.44255645
Drought,ASW-SO4,CD,4,25cm,8/31/10,525.587881,4.38287519,1.58995793,0.22847953,0.0025,29.52,2.282543,1.65033827,1.81843747,0.46410553
Drought,ASW-SO4,CD,1,25cm,9/7/10,0.005,6.84529516,0.03812157,0.61542727,0.0025,41.59,2.016,2.1966763,0.65354883,1.36245117
Drought,ASW-SO4,CD,2,25cm,9/7/10,450.123288,7.6619391,5.51820841,0.40606861,0.0025,21.91,6.328,2.43150575,5.92427702,0.40372298
Drought,ASW-SO4,CD,3,25cm,9/7/10,443.797391,5.76111535,4.50586834,0.39621816,0.0025,23.77,5.874,2.95358878,4.90208649,0.97191351
Drought,ASW-SO4,CD,4,25cm,9/7/10,409.027428,7.28044466,3.09516591,0.3934967,0.0025,24.15,4.301,2.76137308,3.48866261,0.81233739
Drought,ASW-SO4,CD,5,25cm,9/7/10,14.9312466,23.1108044,,15.2428994,,9.394,3.651,1.99864162,,
Drought,ASW-SO4,CD,1,25cm,9/14/10,3.72017185,6.40247099,0.03426545,2.75389928,0.0025,24.7,3.183,0.005,2.78816472,0.39483528
Drought,ASW-SO4,CD,2,25cm,9/14/10,26.2345309,0.40390578,8.777016,0.01465567,0.0025,29.26,11.504,0.04458904,8.79167167,2.71232833
Drought,ASW-SO4,CD,3,25cm,9/14/10,28.3821787,1.2538677,9.2831,0.00519319,0.0025,14.28,8.912,0.08382982,9.28829319,-0.3762932
Drought,ASW-SO4,CD,4,25cm,9/14/10,29.0449619,0.18173776,5.420028,0.00514751,0.0025,21.69,6.032,0.0976127,5.42517551,0.60682449
Drought,ASW-SO4,CD,5,25cm,9/14/10,0.6347902,0.41779532,,0.35146092,,7.2594,3.57738,0.05534777,,
Drought,ASW-SO4,CD,3,25cm,9/21/10,2838.17674,109.601848,12.879,1.11069011,0.00586746,9.309,12.77,10.2838432,13.9896901,-1.2196901
Drought,ASW-SO4,CD,4,25cm,9/21/10,1207.37779,6.86591653,8.359,0.6083786,0.0025,23.115,10.248,0.005,8.9673786,1.2806214
Drought,ASW-SO4,CD,3,25cm,10/5/10,3213.3801,10.716035,79.6907484,0.0005,0.00519408,16.125,19.59,2.58390786,79.6912484,-60.101248
Drought,ASW-SO4,CD,4,25cm,10/5/10,1699.99423,31.3902598,2.72690787,0.58476264,0.00797631,24.4,14.86,0.005,3.31167051,11.5483295
Drought,ASW-SO4,CD,3,25cm,10/19/10,3405.04583,1.29632229,28.6011863,0.0005,0.01900001,9.437,7.361,1.41544038,28.6016863,-21.240686
Drought,ASW-SO4,CD,4,25cm,10/19/10,1806.29358,1.93864897,18.0198266,0.92222561,0.0168031,44.24,22.116,1.5667139,18.9420522,3.17394777
Drought,ASW-SO4,CD,5,25cm,10/19/10,981.738144,58.5841312,22.6602108,75.9959374,0.03642195,63.44,101.56,1.67787723,98.6561482,2.90385177
Drought,ASW-SO4,CD,3,25cm,11/30/10,2682.85782,0.005,39.2310732,1.11545821,0.0025,14.368284,29.9,0.005,40.3465314,-10.446531
Drought,ASW-SO4,CD,1,5cm,8/24/10,4.31640797,20.315104,0.763,0.04225306,0.00510096,114,4.024,0.11050111,0.80525306,3.21874694
Drought,ASW-SO4,CD,2,5cm,8/24/10,5.64308261,34.8410278,0.984,0.05574937,0.0025,76.1,3.33,0.09754316,1.03974937,2.29025063
Drought,ASW-SO4,CD,3,5cm,8/24/10,7.20245504,31.6390176,0.856,0.05529667,0.00517536,128,4.392035,0.15234026,0.91129667,3.48073833
Drought,ASW-SO4,CD,4,5cm,8/24/10,12.6890927,37.349806,1.851,0.0250771,0.0281592,31.78,0.617957,0.09561488,1.8760771,-1.2581201
Drought,ASW-SO4,CD,5,5cm,8/24/10,7.4981182,57.2207038,0.584,7.74639601,0.00528696,48.87,10.06424,0.07568397,8.33039601,1.73384399
Drought,ASW-SO4,CD,1,5cm,8/31/10,11.9229287,19.4878931,0.74999065,0.11933659,0.0025,66.66,2.826548,0.04635264,0.86932725,1.95722075
Drought,ASW-SO4,CD,3,5cm,8/31/10,10.3137038,23.1526384,1.379791,0.01486928,0.0025,104.4,4.518854,0.20977787,1.39466029,3.12419371
Drought,ASW-SO4,CD,4,5cm,8/31/10,19.2576672,41.549358,1.60629065,0.02206078,0.0025,80.05,3.796748,0.14613276,1.62835144,2.16839656
Drought,ASW-SO4,CD,1,5cm,9/7/10,5.49563743,37.6455243,0.06677348,1.41056013,0.0025,49.03,3.772,0.005,1.47733361,2.29466639
Drought,ASW-SO4,CD,3,5cm,9/7/10,2.73444848,22.5351387,0.03404715,1.45753388,0.0025,71.78,4.635,2.14716763,1.49158102,3.14341898
Drought,ASW-SO4,CD,4,5cm,9/7/10,50.6793515,32.3800769,2.23881805,0.40321455,0.0025,56.02,4.074,2.13338223,2.6420326,1.4319674
Drought,ASW-SO4,CD,5,5cm,9/7/10,10.5789754,71.588427,,72.3563984,,49.985,110.7,2.04815029,,
Drought,ASW-SO4,CD,3,5cm,9/14/10,63.2300352,11.2988159,0.01771011,1.7176357,0.0025,38.45,2.764,0.21012329,1.73534581,1.02865419
Drought,ASW-SO4,CD,4,5cm,9/14/10,30.1361679,0.25122731,7.0394777,0.0054449,0.0025,24.71,11.29,0.08705871,7.0449226,4.2450774
Drought,ASW-SO4,CD,3,5cm,9/21/10,378.337016,16.8028314,0.46519576,5.00050949,0.0025,22.82,5.867,0.005,5.46570525,0.40129475
Drought,ASW-SO4,CD,4,5cm,9/21/10,1138.93345,29.6755138,,9.78626033,,27.3,23,3.26488095,,
Drought,ASW-SO4,CD,2,5cm,10/5/10,2137.32858,18.2179246,6.86457548,9.36021557,0.00496919,29.22,20.235,0.005,16.2247911,4.01020895
Drought,ASW-SO4,CD,3,5cm,10/19/10,2693.32229,14.0004668,6.10017188,14.9746929,0.00851857,24.7,27.02,1.27114034,21.0748648,5.94513522
Drought,ASW-SO4,CD,3,5cm,11/2/10,2357.50512,20.7955845,0.0025,39.6933424,0.03101728,31.76,64.34,0.005,39.6958424,24.6441576
Drought,ASW-SO4,CD,3,5cm,11/30/10,3064.55996,8.722585,12.3492701,89.5219922,0.0025,27.43776,105.9,0.005,101.871262,4.02873778
Flooded,ASW-SO4,CF,1,15cm,8/24/10,7.80730605,27.3393469,1.08,0.45292775,0.00763056,64.52,3.297095,0.11470719,1.53292775,1.76416725
Flooded,ASW-SO4,CF,2,15cm,8/24/10,5.24291892,6.42278345,0.442,0.0470241,0.0051456,91.93,2.672009,0.11455808,0.4890241,2.1829849
Flooded,ASW-SO4,CF,3,15cm,8/24/10,3.99421913,14.0242692,0.463,0.0421872,0.00556968,66.93,2.397581,0.16034548,0.5051872,1.8923938
Flooded,ASW-SO4,CF,4,15cm,8/24/10,4.51217529,20.2941617,0.621,0.02818858,0.00606072,72.29,2.473811,0.10196508,0.64918858,1.82462242
Flooded,ASW-SO4,CF,5,15cm,8/24/10,5.20257164,32.7474718,0.0025,39.8500123,0.0025,34.43,48.50495,0.005,39.8525123,8.65243768
Flooded,ASW-SO4,CF,1,15cm,8/31/10,13.7764278,22.9202635,1.54273045,0.01657042,0.0025,65.55,3.682403,0.14254289,1.55930087,2.12310213
Flooded,ASW-SO4,CF,2,15cm,8/31/10,105.803581,2.11688383,1.32024628,0.06323496,0.0025,71.22,3.322736,0.43494524,1.38348124,1.93925476
Flooded,ASW-SO4,CF,3,15cm,8/31/10,4.63731059,4.65276997,0.80843843,0.01260915,0.0025,82.79,3.072563,0.1444398,0.82104758,2.25151542
Flooded,ASW-SO4,CF,4,15cm,8/31/10,120.19918,8.92354257,2.12150621,0.06405147,0.0025,35.51,3.708,0.43904262,2.18555768,1.52244232
Flooded,ASW-SO4,CF,5,15cm,8/31/10,1723.08689,4.4270445,3.99428495,0.80791908,0.00522491,47.53,5.281,11.0496368,4.80220403,0.47879597
Flooded,ASW-SO4,CF,1,15cm,9/7/10,111.215647,11.6347962,3.38685232,0.39043353,0.0025,46.19,5.565,2.28735962,3.77728584,1.78771416
Flooded,ASW-SO4,CF,2,15cm,9/7/10,388.905679,2.93638391,4.21790665,0.39244859,0.0025,37.96,6.105,2.63124751,4.61035525,1.49464475
Flooded,ASW-SO4,CF,3,15cm,9/7/10,170.45461,2.46036675,2.93908772,0.39209922,0.0025,38.05,4.967,2.31368035,3.33118695,1.63581305
Flooded,ASW-SO4,CF,4,15cm,9/7/10,568.200318,2.79242827,6.55371869,0.38927746,0.0025,35.11,9.178,2.83813575,6.94299615,2.23500385
Flooded,ASW-SO4,CF,5,15cm,9/7/10,1799.59117,1.92702526,9.16283879,0.38893064,0.00626172,59.62,12.6,5.22231952,9.55176942,3.04823058
Flooded,ASW-SO4,CF,1,15cm,9/14/10,24.0401004,0.31193789,7.05265522,0.00589357,0.0025,26.29,7.861,0.09793211,7.05854878,0.80245122
Flooded,ASW-SO4,CF,2,15cm,9/14/10,28.353173,0.13560699,6.42867266,0.00533947,0.00586079,41.3,7.929,0.0959495,6.43401213,1.49498787
Flooded,ASW-SO4,CF,3,15cm,9/14/10,699.120337,3.62801344,6.81377842,0.13088055,0.0058225,24.29,8.867,2.50807206,6.94465897,1.92234103
Flooded,ASW-SO4,CF,4,15cm,9/14/10,1259.71218,5.42895237,12.0320971,0.2042165,0.00576842,29.28,13.64,4.20910223,12.2363136,1.40368638
Flooded,ASW-SO4,CF,5,15cm,9/14/10,27.4675538,0.12481781,16.3183158,0.00527695,0.00820308,51.77,17.48,0.09539152,16.3235928,1.15640722
Flooded,ASW-SO4,CF,1,15cm,9/21/10,2496.07322,3.37380965,10.13628,0.3039738,0.00805835,19.74,10.92,7.52148663,10.4402538,0.4797462
Flooded,ASW-SO4,CF,2,15cm,9/21/10,796.040227,3.06401292,8.634,0.26396817,0.00618894,47.36,10.65,3.89239829,8.89796817,1.75203183
Flooded,ASW-SO4,CF,3,15cm,9/21/10,1275.99177,7.48525035,10.36132,0.41529139,0.0058947,27.1,12.13,6.04933028,10.7766114,1.35338861
Flooded,ASW-SO4,CF,4,15cm,9/21/10,1550.56621,19.7393605,18.51712,1.09653957,0.0025,32.15,19.86,12.4520126,19.6136596,0.24634043
Flooded,ASW-SO4,CF,5,15cm,9/21/10,2636.0407,9.68070153,12.7548731,0.83796564,0.00752989,53.12,20.77,12.068965,13.5928387,7.17716125
Flooded,ASW-SO4,CF,1,15cm,10/5/10,2810.25064,9.80789348,18.4809935,0.0005,0.01438394,42.07,20.55,2.3031036,18.4814935,2.06850645
Flooded,ASW-SO4,CF,2,15cm,10/5/10,1255.39052,3.27027649,17.0961587,0.0005,0.01294686,33.9,14,1.54837781,17.0966587,-3.0966587
Flooded,ASW-SO4,CF,3,15cm,10/5/10,1695.22536,4.74169052,14.2164348,0.0005,0.0105458,25.07,16.21,1.63530894,14.2169348,1.99306516
Flooded,ASW-SO4,CF,4,15cm,10/5/10,2166.78507,16.4229346,25.8637703,0.0005,0.00817982,34.42,29.18,2.32683743,25.8642703,3.31572968
Flooded,ASW-SO4,CF,5,15cm,10/5/10,2571.06196,6.36941417,25.6390219,4.54565503,0.00620412,65.13,30.63,2.56209539,30.184677,0.44532304
Flooded,ASW-SO4,CF,1,15cm,10/19/10,3092.80003,0.005,12.6559677,0.08767575,0.0111407,28.07,12.25,6.74727322,12.7436435,-0.4936435
Flooded,ASW-SO4,CF,2,15cm,10/19/10,2176.26978,0.005,25.3369873,0.0005,0.027001,53.23,21.99,2.6353293,25.3374873,-3.3474873
Flooded,ASW-SO4,CF,3,15cm,10/19/10,1878.26095,0.005,17.2462422,0.0005,0.0107422,33,17.25,4.17601071,17.2467422,0.00325781
Flooded,ASW-SO4,CF,4,15cm,10/19/10,2496.93627,0.005,36.122455,0.0005,0.01336365,51.41,34.89,4.98802596,36.122955,-1.232955
Flooded,ASW-SO4,CF,5,15cm,10/19/10,2744.67656,0.005,28.5644581,0.0005,0.00749841,58.28,27.27,5.83755685,28.5649581,-1.2949581
Flooded,ASW-SO4,CF,1,15cm,11/2/10,3227.40896,0.005,9.51290395,0.0005,0.01044167,33.87,11.08,1.34506717,9.51340395,1.56659605
Flooded,ASW-SO4,CF,2,15cm,11/2/10,2559.7185,0.005,22.9249565,0.0005,0.01106494,54.63,16.35,0.58131124,22.9254565,-6.5754565
Flooded,ASW-SO4,CF,3,15cm,11/2/10,1878.53994,0.005,16.8534545,0.0005,0.0125876,32.45,14.73,0.005,16.8539545,-2.1239545
Flooded,ASW-SO4,CF,4,15cm,11/2/10,2837.03726,0.005,32.7879741,0.0005,0.00709043,46.42,26.54,0.95724186,32.7884741,-6.2484741
Flooded,ASW-SO4,CF,5,15cm,11/2/10,2543.28822,0.005,22.8513077,0.0005,0.00763818,41.64,18.21,0.50395933,22.8518077,-4.6418077
Flooded,ASW-SO4,CF,1,15cm,11/16/10,3544.04374,0.005,6.55653557,0.13336649,0.01383962,20.25,6.659,14.2182749,6.68990206,-0.0309021
Flooded,ASW-SO4,CF,2,15cm,11/16/10,3196.19056,0.005,8.21339763,0.10453838,0.01158453,34.3,9.494,5.650831,8.31793601,1.17606399
Flooded,ASW-SO4,CF,3,15cm,11/16/10,2566.65039,0.005,17.4546415,0.12575438,0.00884228,49.25,22.1375,4.78886097,17.5803959,4.55710412
Flooded,ASW-SO4,CF,4,15cm,11/16/10,3129.36797,0.005,33.177884,0.14689124,0.00791349,55.85,41.025,5.81289043,33.3247752,7.7002248
Flooded,ASW-SO4,CF,5,15cm,11/16/10,3210.71244,8.50326732,19.4878735,0.13765124,0.00922439,39.47,18.32,5.7743627,19.6255248,-1.3055248
Flooded,ASW-SO4,CF,1,15cm,11/30/10,3506.10346,0.005,10.521176,0.0005,0.01138819,19.92942,8.614,3.32676925,10.521676,-1.907676
Flooded,ASW-SO4,CF,2,15cm,11/30/10,3154.94956,0.005,16.225025,0.0005,0.0079477,39.36828,12.46,4.20263577,16.225525,-3.765525
Flooded,ASW-SO4,CF,3,15cm,11/30/10,2574.03466,1.74740759,21.19408,0.0005,0.00552263,27.58518,18.62,0.005,21.19458,-2.57458
Flooded,ASW-SO4,CF,4,15cm,11/30/10,3176.54381,0.005,34.07808,0.0005,0.00545395,66.9837,32.22,1.72176035,34.07858,-1.85858
Flooded,ASW-SO4,CF,5,15cm,11/30/10,3260.52976,0.005,21.07332,0.0005,0.00759116,36.52992,17.64,1.255542,21.07382,-3.43382
Flooded,ASW-SO4,CF,1,25cm,8/24/10,4.91763963,16.7911435,0.65,0.24765828,0.0025,42.87,2.053853,0.10088512,0.89765828,1.15619472
Flooded,ASW-SO4,CF,2,25cm,8/24/10,3.08264748,10.4780179,0.233,0.04190477,0.0025,69.36,2.147408,0.08031284,0.27490477,1.87250323
Flooded,ASW-SO4,CF,3,25cm,8/24/10,2.67760373,13.2984657,0.47,0.0248963,0.00550272,69.37,1.97,0.10151921,0.4948963,1.4751037
Flooded,ASW-SO4,CF,4,25cm,8/24/10,4.28987892,21.4699221,0.493,0.02222107,0.0064848,69.92,2.505689,0.09152148,0.51522107,1.99046793
Flooded,ASW-SO4,CF,5,25cm,8/24/10,11.4115872,16.7671282,,9.30311341,,,,0.07815978,,
Flooded,ASW-SO4,CF,1,25cm,8/31/10,295.03619,20.1371741,1.66455379,0.24272468,0.0025,48.91,3.054545,1.14308687,1.90727847,1.14726653
Flooded,ASW-SO4,CF,2,25cm,8/31/10,53.3535781,5.52930305,0.55393251,0.02467321,0.0025,67.11,2.051081,0.16483407,0.57860572,1.47247528
Flooded,ASW-SO4,CF,3,25cm,8/31/10,2.99880616,4.74730102,0.78019252,0.01544482,0.00518499,86.78,2.950595,0.07334941,0.79563734,2.15495766
Flooded,ASW-SO4,CF,4,25cm,8/31/10,1570.29015,4.82784351,3.00870609,0.8083815,0.00550385,24.94,4.341,10.6903866,3.81708759,0.52391241
Flooded,ASW-SO4,CF,5,25cm,8/31/10,1233.7509,4.49263949,3.59805282,0.80815029,0.01845001,64.01,5.453,10.1620775,4.40620311,1.04679689
Flooded,ASW-SO4,CF,1,25cm,9/7/10,229.094532,4.25132997,3.29464789,0.39031792,0.0025,31.66,4.908,2.34238365,3.68496581,1.22303419
Flooded,ASW-SO4,CF,2,25cm,9/7/10,226.845955,3.26101179,2.1451028,0.39233214,0.0025,32.75,3.596,2.23933472,2.53743494,1.05856506
Flooded,ASW-SO4,CF,3,25cm,9/7/10,2.20658878,4.4455182,1.18004211,0.39669974,0.0025,77.99,3.475,1.90376749,1.57674185,1.89825815
Flooded,ASW-SO4,CF,4,25cm,9/7/10,1314.87601,2.02389332,8.64511449,0.39151694,0.00742936,34.95,11.65,4.23502256,9.03663143,2.61336857
Flooded,ASW-SO4,CF,5,25cm,9/7/10,1538.90626,4.80755938,9.06437664,0.39116757,0.00651894,90.47,12.6,4.63348518,9.4555442,3.1444558
Flooded,ASW-SO4,CF,1,25cm,9/14/10,26.0590172,0.52024044,5.77321942,0.00518931,0.00509245,27.93,6.414,0.09383395,5.77840873,0.63559127
Flooded,ASW-SO4,CF,2,25cm,9/14/10,448.554757,9.1633272,3.798808,0.69021555,0.0025,26.4,4.814,1.47877425,4.48902355,0.32497645
Flooded,ASW-SO4,CF,3,25cm,9/14/10,86.3957741,1.7933621,2.773212,0.06684371,0.0025,38.51,3.994,0.45010091,2.84005571,1.15394429
Flooded,ASW-SO4,CF,4,25cm,9/14/10,1564.82702,8.07905359,14.7238504,0.31938635,0.00686519,36.51,16.79,5.44752427,15.0432367,1.7467633
Flooded,ASW-SO4,CF,5,25cm,9/14/10,26.1136063,0.11365637,15.5751291,0.0051392,0.02154209,108.3,17.03,0.08785128,15.5802683,1.44973166
Flooded,ASW-SO4,CF,1,25cm,9/21/10,1630.14482,6.36106467,8.74428,0.34733775,0.00561542,21.3,9.792,6.0226254,9.09161775,0.70038225
Flooded,ASW-SO4,CF,2,25cm,9/21/10,966.458133,3.53109785,5.49536061,0.31428519,0.0025,22.16,6.087,4.43264521,5.8096458,0.2773542
Flooded,ASW-SO4,CF,3,25cm,9/21/10,181.566787,2.06440339,4.84863035,0.16336885,0.0025,28.05,5.428,1.89269461,5.0119992,0.4160008
Flooded,ASW-SO4,CF,4,25cm,9/21/10,2036.01508,504.769352,20.26488,1.1520285,0.00596775,44.85,21.68,12.8761523,21.4169085,0.2630915
Flooded,ASW-SO4,CF,5,25cm,9/21/10,1981.60911,24.5154206,19.825,0.6408115,0.01109793,119.1,20.61,9.00473456,20.4658115,0.1441885
Flooded,ASW-SO4,CF,1,25cm,10/5/10,2263.49051,7.49032773,15.1051877,0.0005,0.00870038,27.94,16.55,1.73605154,15.1056877,1.44431226
Flooded,ASW-SO4,CF,2,25cm,10/5/10,946.510689,2.58912012,10.1793884,0.0005,0.00782176,26.37,13.422,0.78610876,10.1798884,3.24211161
Flooded,ASW-SO4,CF,3,25cm,10/5/10,408.737604,1.31459483,9.34796839,0.0005,0.00935457,30.015,12.3375,0.48019838,9.34846839,2.98903161
Flooded,ASW-SO4,CF,4,25cm,10/5/10,2378.41246,7.09564991,29.3963639,0.0005,0.00943184,65.16,36.57,1.12968075,29.3968639,7.17313613
Flooded,ASW-SO4,CF,5,25cm,10/5/10,1772.93186,4.98632052,23.8504013,0.0005,0.0266342,122.48,26.3,1.57052246,23.8509013,2.44909871
Flooded,ASW-SO4,CF,1,25cm,10/19/10,2630.73466,0.005,21.5416269,0.0005,0.00764187,47.68,21.03,6.17072511,21.5421269,-0.5121269
Flooded,ASW-SO4,CF,2,25cm,10/19/10,1843.16873,0.005,19.8261458,0.0005,0.0058805,26.23,19.16,4.23906229,19.8266458,-0.6666458
Flooded,ASW-SO4,CF,3,25cm,10/19/10,818.317307,0.005,17.599751,0.0005,0.06046635,25.31,17.69,1.88045763,17.600251,0.08974896
Flooded,ASW-SO4,CF,4,25cm,10/19/10,2759.6232,0.005,34.5997435,0.0005,0.0092279,54.38,34.98,5.46540588,34.6002435,0.37975646
Flooded,ASW-SO4,CF,5,25cm,10/19/10,2016.83413,0.005,29.5635992,0.0005,0.0177558,97.43,28.18,4.41769425,29.5640992,-1.3840992
Flooded,ASW-SO4,CF,1,25cm,11/2/10,3031.46264,0.005,15.9441597,0.0005,0.00691744,30.69,12.79,0.67645441,15.9446597,-3.1546597
Flooded,ASW-SO4,CF,2,25cm,11/2/10,2731.16109,0.005,9.32945652,0.0005,0.00710481,33.53,11.89,1.47175014,9.32995652,2.56004348
Flooded,ASW-SO4,CF,3,25cm,11/2/10,1039.6473,0.005,20.4744545,0.0005,0.00625087,26.04,17.75,0.005,20.4749545,-2.7249545
Flooded,ASW-SO4,CF,4,25cm,11/2/10,2823.3043,0.005,29.9725409,0.0005,0.0075479,36.74,27.26,0.77973127,29.9730409,-2.7130409
Flooded,ASW-SO4,CF,5,25cm,11/2/10,2137.45543,29.7013542,24.1224664,0.82173964,0.01004652,60.5,19.62,0.005,24.944206,-5.324206
Flooded,ASW-SO4,CF,1,25cm,11/16/10,3506.47553,20.8913325,16.5549217,0.31534832,0.00789912,47.475,20.4675,6.84173965,16.8702701,3.59722994
Flooded,ASW-SO4,CF,2,25cm,11/16/10,3502.71587,0.005,16.9323889,0.12148281,0.00915991,47.725,20.865,6.34019265,17.0538717,3.81112826
Flooded,ASW-SO4,CF,3,25cm,11/16/10,1567.5768,0.005,27.7800394,0.06394508,0.00966471,33.34,25.7,3.18036686,27.8439844,-2.1439844
Flooded,ASW-SO4,CF,4,25cm,11/16/10,3142.76339,0.005,29.1604734,0.11222303,0.00737777,53.4,36.95,5.57920562,29.2726964,7.67730361
Flooded,ASW-SO4,CF,5,25cm,11/16/10,2843.41351,0.005,27.2705583,0.12908173,0.01385685,64.69,26.09,4.42336354,27.39964,-1.30964
Flooded,ASW-SO4,CF,1,25cm,11/30/10,3449.82355,0.17907054,17.204801,0.0005,0.00665751,29.39496,14.53,2.86931546,17.205301,-2.675301
Flooded,ASW-SO4,CF,2,25cm,11/30/10,3739.90337,0.005,17.095649,0.0005,0.00957563,40.08438,13.72,2.65013769,17.096149,-3.376149
Flooded,ASW-SO4,CF,3,25cm,11/30/10,1727.90446,0.005,36.70692,0.0005,0.00754466,187.475,48.5,1.47638865,36.70742,11.79258
Flooded,ASW-SO4,CF,4,25cm,11/30/10,3017.25859,0.005,47.193,0.0005,0.00543106,176.4321,60.529782,0.22459512,47.1935,13.336282
Flooded,ASW-SO4,CF,5,25cm,11/30/10,2830.6135,0.005,28.40688,0.0005,0.01080009,61.09866,24.92,1.93438029,28.40738,-3.48738
Flooded,ASW-SO4,CF,1,5cm,8/24/10,13.378565,40.8017858,1.17,0.79935423,0.0025,75.53,4.601321,0.12511618,1.96935423,2.63196677
Flooded,ASW-SO4,CF,2,5cm,8/24/10,9.76795941,18.5532794,0.778,0.16063303,0.0053688,159.2,5.688638,0.16561287,0.93863303,4.75000497
Flooded,ASW-SO4,CF,3,5cm,8/24/10,7.96976623,34.025713,0.677,0.07481684,0.00556968,79.85,3.2174,0.27246307,0.75181684,2.46558316
Flooded,ASW-SO4,CF,4,5cm,8/24/10,5.81684605,38.1533224,0.859,0.44128288,0.00751152,92.38,4.116914,0.10529844,1.30028288,2.81663112
Flooded,ASW-SO4,CF,5,5cm,8/24/10,14.5273576,49.6054394,0.0025,75.4458223,0.03728448,78.41,99.3365,0.005,75.4483223,23.8881777
Flooded,ASW-SO4,CF,1,5cm,8/31/10,82.474494,21.5112109,2.43519224,0.11284285,0.0025,57.7,4.906241,0.39943476,2.54803509,2.35820591
Flooded,ASW-SO4,CF,2,5cm,8/31/10,157.732871,2.97004768,2.53382794,0.12600454,0.00577839,97.02,5.81615,0.73323108,2.65983249,3.15631751
Flooded,ASW-SO4,CF,3,5cm,8/31/10,94.4029709,16.348568,1.18199735,0.08629243,0.0025,62.34,3.348377,0.5805507,1.26828978,2.08008722
Flooded,ASW-SO4,CF,4,5cm,8/31/10,39.78265,16.5793501,1.49272976,0.04461074,0.0025,86.14,4.395,0.24055244,1.53734051,2.85765949
Flooded,ASW-SO4,CF,5,5cm,8/31/10,485.475834,18.9296789,3.42661204,0.28554815,0.0025,37.49,5.296,1.64326408,3.71216018,1.58383982
Flooded,ASW-SO4,CF,1,5cm,9/7/10,598.848251,7.73931626,6.52576542,0.42366314,0.0025,35.7,9.552,3.28679874,6.94942856,2.60257144
Flooded,ASW-SO4,CF,2,5cm,9/7/10,699.06651,3.1265098,6.11473458,0.39492779,0.0025,99.82,12.78,3.34487516,6.50966237,6.27033763
Flooded,ASW-SO4,CF,3,5cm,9/7/10,607.400698,2.70312399,5.03631726,0.40401662,0.0025,33.85,6.696,3.25995727,5.44033388,1.25566612
Flooded,ASW-SO4,CF,4,5cm,9/7/10,555.928589,4.67501829,5.82460783,0.39174985,0.0025,45.23,8.22,2.943987,6.21635768,2.00364232
Flooded,ASW-SO4,CF,5,5cm,9/7/10,1545.65895,1.7178505,8.46167383,0.39610896,0.00724348,40.96,12.4,4.71968292,8.85778279,3.54221721
Flooded,ASW-SO4,CF,1,5cm,9/14/10,26.7596607,0.18619997,10.0040763,0.01566258,0.0059015,35.55,11.17,0.10813868,10.0197388,1.15026116
